year,make,model,body_style(s),image_source(s),recall(s)
2017,Porsche,Cayenne,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Porsche-Cayenne-FrontSide_PRCAY1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},"[{u'NHTSACampaignNumber': u'18V844000', u'Conequence': u'If the ski bag detaches during a crash, it can increase the risk of injury.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'EQUIPMENT', u'Summary': u'Porsche Cars North America, Inc. (Porsche) is recalling certain 2017 Porsche Cayenne Turbo S, Cayenne Turbo, Cayenne Plug-in Hybrid, Cayenne GTS, Cayenne Plug-in Hybrid Platinum Edition, Macan Turbo and Macan GTS vehicles, 2017-2018 Cayenne S, Macan, Cayenne Platinum Edition and Macan S vehicles and 2018 Cayenne vehicles equipped with the optional ski bag.  The ski bag fastening strap may have been sewn with incorrect thread, possibly resulting in the strap seams tearing and the ski bag being unsecured in the event of a crash.', u'Remedy': u""Porsche will notify owners, and dealers will replace the ski bags, free of charge.  The recall began January 10, 2019.  Owners may contact Porsche customer service at 1-800-767-7243.  Porsche's number for this recall is AJ12."", u'ModelYear': u'2017', u'Model': u'CAYENNE', u'Make': u'PORSCHE', u'ReportReceivedDate': u'/Date(1543381200000-0500)/', u'Manufacturer': u'Porsche Cars North America, Inc.'}]"
2017,Porsche,Macan,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Porsche-Macan-FrontSide_PSMAC1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},"[{u'NHTSACampaignNumber': u'16V680000', u'Conequence': u'Vehicle oversteer may lead to a loss of vehicle control, increasing the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.\r\n', u'Component': u'SUSPENSION:FRONT', u'Summary': u'Porsche Cars North America, Inc. (Porsche) is recalling certain model year 2017 Macan, Macan S, Macan GTS, and Macan Turbo vehicles.  In the affected vehicles, the anti-rollbar connecting links may move out of position allowing the vehicle to oversteer in certain driving conditions.', u'Remedy': u""Porsche will notify owners, and dealers will inspect, and as necessary, replace the front anti-rollbar links, free of charge.  The recall began January 2017.  Owners may contact Porsche customer service at 1-800-767-7243.  Porsche's number for this recall is AG06."", u'ModelYear': u'2017', u'Model': u'MACAN', u'Make': u'PORSCHE', u'ReportReceivedDate': u'/Date(1474344000000-0400)/', u'Manufacturer': u'Porsche Cars North America, Inc.'}, {u'NHTSACampaignNumber': u'17V289000', u'Conequence': u'A fuel leak in the presence of an ignition source increases the risk of a fire.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov. ', u'Component': u'FUEL SYSTEM, GASOLINE:DELIVERY:FUEL PUMP', u'Summary': u'Porsche Cars North America, Inc. (Porsche) is recalling certain 2015-2017 Macan S and Macan Turbo vehicles, and 2017 Macan,  Macan Turbo with the Performance Package, and Macan GTS vehicles. The fuel pump flange on the affected vehicles may crack, allowing fuel to leak.   ', u'Remedy': u""Porsche will notify owners, and dealers will inspect the flanges, replacing any that are cracked.  Flanges that aren't cracked will have a protective film applied.  These repairs will be performed free of charge.  The recall began on July 19, 2017.  Owners may contact Porsche customer service at 1-800-767-7243.  Porsche's number for this recall is AH06. "", u'ModelYear': u'2017', u'Model': u'MACAN', u'Make': u'PORSCHE', u'ReportReceivedDate': u'/Date(1493784000000-0400)/', u'Manufacturer': u'Porsche Cars North America, Inc.'}, {u'NHTSACampaignNumber': u'18V844000', u'Conequence': u'If the ski bag detaches during a crash, it can increase the risk of injury.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'EQUIPMENT', u'Summary': u'Porsche Cars North America, Inc. (Porsche) is recalling certain 2017 Porsche Cayenne Turbo S, Cayenne Turbo, Cayenne Plug-in Hybrid, Cayenne GTS, Cayenne Plug-in Hybrid Platinum Edition, Macan Turbo and Macan GTS vehicles, 2017-2018 Cayenne S, Macan, Cayenne Platinum Edition and Macan S vehicles and 2018 Cayenne vehicles equipped with the optional ski bag.  The ski bag fastening strap may have been sewn with incorrect thread, possibly resulting in the strap seams tearing and the ski bag being unsecured in the event of a crash.', u'Remedy': u""Porsche will notify owners, and dealers will replace the ski bags, free of charge.  The recall began January 10, 2019.  Owners may contact Porsche customer service at 1-800-767-7243.  Porsche's number for this recall is AJ12."", u'ModelYear': u'2017', u'Model': u'MACAN', u'Make': u'PORSCHE', u'ReportReceivedDate': u'/Date(1543381200000-0500)/', u'Manufacturer': u'Porsche Cars North America, Inc.'}]"
2017,Porsche,Panamera,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Porsche-Panamera-FrontSide_PSPAN1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},"[{u'NHTSACampaignNumber': u'18V898000', u'Conequence': u'An intermittent loss of power steering assist can increase the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'STEERING:ELECTRIC POWER ASSIST SYSTEM', u'Summary': u'Porsche Cars North America, Inc. (Porsche) is recalling certain 2017-2018 Porsche Panamera, Panamera 4, Panamera 4S, Panamera Turbo, Panamera 4S Executive, Panamera Turbo Executive, 2018 Panamera 4 Executive, Panamera 4 E-Hybrid, Panamera Turbo S E-Hybrid, Panamera 4 E-Hybrid Executive, Panamera S E-Hybrid Executive, Panamera 4 Sport Turismo, Panamera 4S Sport Turismo, Panamera 4 E-Hybrid Sport Turismo, Panamera Turbo Sport Turismo, and Panamera Turbo S Sport Turismo vehicles.  A software failure may result in an intermittent loss of electric power steering assist.', u'Remedy': u""Porsche will notify owners, and dealers will reprogram the power steering control unit, free of charge. Owners may contact Porsche customer service at 1-800-767-7243.  Porsche's number for this recall is AJ13."", u'ModelYear': u'2017', u'Model': u'PANAMERA', u'Make': u'PORSCHE', u'ReportReceivedDate': u'/Date(1545195600000-0500)/', u'Manufacturer': u'Porsche Cars North America, Inc.'}, {u'NHTSACampaignNumber': u'19V115000', u'Conequence': u'If the driver is not alerted when brake pads are worn out, the driver may lose control of the vehicle while attempting to brake, increasing the risk of crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'ELECTRICAL SYSTEM: INSTRUMENT PANEL | SERVICE BRAKES', u'Summary': u'Porsche Cars North America, Inc. (Porsche) is recalling certain 2018 Panamera 4 Executive, Panamera 4S Sport Turismo, Panamera 4 Hybrid, Panamera 4 Hybrid Executive, Panamera 4 Hybrid Sport Turismo, Panamera Turbo Sport Turismo, Panamera Turbo S Hybrid Executive, Panamera Turbo S Hybrid, Panamera 4 Sport Turismo and Panamera Turbo S Hybrid Sport Turismo vehicles, 2017-2018 Panamera, Panamera 4, Panamera Turbo Executive, Panamera 4S, Panamera Turbo and Panamera 4S Executive vehicles and 2019 Cayenne S and Cayenne vehicles.  The instrument cluster may not provide a visual warning when the brake pads are worn out.  As a result, these vehicles fail to comply with Federal Motor Vehicle Safety Standard (FMVSS) number 135, ""Light vehicle brake systems.""', u'Remedy': u""Porsche will notify owners, and dealers will update the instrument cluster software, free of charge. The recall began April 19, 2019.  Owners may contact Porsche customer service at 1-800-767-7243.  Porsche's number for this recall is AKA1/AKA0. "", u'ModelYear': u'2017', u'Model': u'PANAMERA', u'Make': u'PORSCHE', u'ReportReceivedDate': u'/Date(1550638800000-0500)/', u'Manufacturer': u'Porsche Cars North America, Inc.'}, {u'NHTSACampaignNumber': u'19V735000', u'Conequence': u'If the driver is not alerted when brake pads are worn out, the vehicle may not respond as expected when braking, increasing the risk of crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'ELECTRICAL SYSTEM: INSTRUMENT PANEL | SERVICE BRAKES', u'Summary': u'Porsche Cars North America, Inc. (Porsche) is recalling certain 2017 Panamera 4, Panamera Turbo, Panamera Turbo Executive, 2017-2018 Panamera, Panamera 4S Executive, Panamera 4S, 2018 Panamera Turbo S Hybrid, Panamera 4 Hybrid Sport Turismo, Panamera 4 Sport Turismo, Panamera Turbo S Hybrid Sport Turismo, Panamera 4 Hybrid, Panamera 4 Executive, 2019 Cayenne Hybrid, 2019-2020 Cayenne, Cayenne S, Cayenne Turbo, 2020 Cayenne Coupe, Cayenne Turbo Coupe, and Cayenne S Coupe vehicles.  The instrument cluster may not provide a visual warning when the brake pads are worn out.  As a result, these vehicles fail to comply with Federal Motor Vehicle Safety Standard (FMVSS) number 135, ""Light vehicle brake systems.""', u'Remedy': u""Porsche will notify owners, and dealers will reprogram the instrument cluster, free of charge.  The recall is expected to begin December 2019.  Owners may contact Porsche customer service at 1-800-767-7243.  Porsche's number for this recall is AKB8.  Note: This recall supersedes recall 19V115 and includes vehicles that were previously remedied under that campaign."", u'ModelYear': u'2017', u'Model': u'PANAMERA', u'Make': u'PORSCHE', u'ReportReceivedDate': u'/Date(1571198400000-0400)/', u'Manufacturer': u'Porsche Cars North America, Inc.'}]"
2017,Ram,1500 Crew Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Ram-1500%20Crew%20Cab-FrontSide_RA15CTR1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Ram,1500 Quad Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Ram-1500%20Quad%20Cab-FrontSide_RA15Q1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Ram,1500 Regular Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Ram-1500%20Regular%20Cab-FrontSide_RA1500RT61701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Ram,2500 Crew Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/evox/StJ/11026/2017-Ram-2500%20Crew%20Cab-front-angle3_11026_089_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Ram,2500 Mega Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/evox/StJ/10923/2017-Ram-2500%20Mega%20Cab-front-angle3_10923_089_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Ram,2500 Regular Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11713/2017-Ram-2500%20Regular%20Cab-360SpinFrame_11713_032_2400x1800.png?interpolation=high-quality&downsize=391:*'},[]
2017,Ram,3500 Crew Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11714/2017-Ram-3500%20Crew%20Cab-360SpinFrame_11714_032_2400x1800.png?interpolation=high-quality&downsize=391:*'},[]
2017,Ram,3500 Mega Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Ram-3500%20Mega%20Cab-FrontSide_RA35MS1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Ram,3500 Regular Cab,['Pickup'],{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11950/2017-Ram-3500%20Regular%20Cab-360SpinFrame_11950_032_2400x1800.png?interpolation=high-quality&downsize=391:*'},[]
2017,Ram,ProMaster Cargo Van,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Ram-ProMaster%20Cargo%20Van-FrontSide_RAPCAR1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},"[{u'NHTSACampaignNumber': u'16V910000', u'Conequence': u'If the air bag inflator initiator fails to ignite, the air bag will not deploy, increasing the risk of injury.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'AIR BAGS:FRONTAL', u'Summary': u'Chrysler (FCA US LLC) is recalling certain model year 2017 RAM ProMaster vehicles manufactured October 1, 2016, to December 7, 2016.  The seat mounted side air bag inflator initiator may fail to ignite during a crash.', u'Remedy': u""Chrysler will notify owners, and dealers will replace the seat mounted side air bags, free of charge.  The recall began February 7, 2017.  Owners may contact Chrysler customer service at 1-800-853-1403.  Chrysler's number for this recall is S96."", u'ModelYear': u'2017', u'Model': u'PROMASTER', u'Make': u'RAM', u'ReportReceivedDate': u'/Date(1481864400000-0500)/', u'Manufacturer': u'Chrysler (FCA US LLC)'}, {u'NHTSACampaignNumber': u'17V273000', u'Conequence': u'The incorrect information may change how close the occupants position themselves to the air bags, increasing the risk of injury in the event of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'EQUIPMENT:OTHER:LABELS', u'Summary': u'Chrysler (FCA US LLC) is recalling certain 2014-2017 Ram ProMaster vehicles.  The sun visor, dashboard labels, and owner\'s manuals incorrectly state that the vehicles are equipped with frontal driver and passenger advanced air bags when they are not.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 208, ""Occupant Crash Protection.""', u'Remedy': u""Chrysler will notify owners, and dealers will correct the sun visor labels, the dashboard (hangtag) label, and the owner's manual and user guide information, free of charge.  The recall began June 14, 2017.  Owners may contact Chrysler customer service at 1-800-853-1403.  Chrysler's number for this recall is T24."", u'ModelYear': u'2017', u'Model': u'PROMASTER', u'Make': u'RAM', u'ReportReceivedDate': u'/Date(1493092800000-0400)/', u'Manufacturer': u'Chrysler (FCA US LLC)'}, {u'NHTSACampaignNumber': u'17V824000', u'Conequence': u'If the fire extinguisher does not function properly, it can increase the risk of injury in the event of a fire.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'EQUIPMENT', u'Summary': u""Chrysler (FCA US LLC) is recalling various Dodge, Chrysler, and RAM vehicles equipped with Kidde Plastic-Handle or Push Button 'Pindicator' Fire Extinguishers.  A list of the affected trailer models is available at: https://static.nhtsa.gov/odi/rcl/2017/RMISC-17V824-0103.pdf.  These extinguishers may become clogged, preventing the extinguisher from discharging as expected or requiring excessive force to activate the extinguisher.  Additionally, in certain models, the nozzle may detach from the valve assembly with enough force that it could cause injury and also render the product inoperable.  For a full list of the affected fire extinguisher models visit: https://static.nhtsa.gov/odi/rcl/2017/RMISC-17E062-5427.pdf"", u'Remedy': u'Chrysler will notify owners instructing them to contact Kidde for a replacement fire extinguisher, free of charge.  The recall began February 14, 2018.  Owners may contact Chrysler customer service at 1-800-853-1403 or Kidde customer service service toll-free at 1-855-262-3540, or online at www.kidde.com and click on ""Product Safety Recall"" for more information. Chrysler\'s number for this recall is T82.', u'ModelYear': u'2017', u'Model': u'PROMASTER', u'Make': u'RAM', u'ReportReceivedDate': u'/Date(1513832400000-0500)/', u'Manufacturer': u'Chrysler (FCA US LLC)'}, {u'NHTSACampaignNumber': u'17V786000', u'Conequence': u'In the event of a fire, if the fire extinguisher does not function properly, it can increase the risk of injury.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'EQUIPMENT', u'Summary': u""Midwest Automotive Designs, LLC (Midwest) is recalling certain Custom Vans and Camper Van recreational vehicles built on 2014-2017 Mercedes Benz Sprinter chassis and 2016-2017 RAM Promaster chassis.  These vehicles are equipped with Kidde Plastic-Handle or Push Button 'Pindicator' fire extinguishers that may become clogged, preventing the extinguisher from discharging as expected or excessive force may be needed to activate the extinguisher.  Additionally, in certain models, the nozzle may detach from the valve assembly with enough force that it could cause injury and also render the product inoperable.  For a full list of the affected fire extinguisher models visit: https://static.nhtsa.gov/odi/rcl/2017/RMISC-17E062-5427.pdf"", u'Remedy': u'Midwest will notify owners, and dealers will replace the fire extinguisher with a different brand, free of charge.  The recall began on December 11, 2017.  Owners may contact Kidde customer service for their replacement extinguisher at 1-855-262-3540, or online at www.kidde.com and click on ""Product Safety Recall"" for more information. ', u'ModelYear': u'2017', u'Model': u'PROMASTER', u'Make': u'RAM', u'ReportReceivedDate': u'/Date(1512709200000-0500)/', u'Manufacturer': u'Midwest Automotive Designs, LLC'}, {u'NHTSACampaignNumber': u'19V332000', u'Conequence': u'In the event of a crash, if the seat back moves, the seat occupant has an increased risk of injury.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'SEATS', u'Summary': u'Prime-Time Specialty Vehicles (Prime-Time) is recalling certain 2016-2018 Ram ProMaster and Ford Transit vehicles modified to be equipped with Freedman GO-ES Foldaway Seats.  When the seat back cushion is rotated from the stowed position to the upright position, the seat cushion may not remain locked into place when under load, such as in a crash or a sudden stop.  ', u'Remedy': u'Prime-Time Specialty Vehicles has notified owners, and Freedman dealers have inspected and repaired the foldaway seats, free of charge.  The recall began November 16, 2018.  Owners may contact Freedman customer service at 1-800-443-4540 or Prime-Time Specialty Vehicles at 1-574-293-9191. ', u'ModelYear': u'2017', u'Model': u'PROMASTER', u'Make': u'RAM', u'ReportReceivedDate': u'/Date(1551416400000-0500)/', u'Manufacturer': u'Prime-Time Specialty Vehicles'}, {u'NHTSACampaignNumber': u'19V333000', u'Conequence': u'In the event of a crash, if the seat back moves, the seat occupant has an increased risk of injury.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'SEATS', u'Summary': u'New England Wheels (New England) is recalling certain 2014-2018 Ford Transit and 2014-2019 Ram Promaster 2500 and 3500 vehicles modified to be equipped with Freedman Go-ES Foldaway seats.  When the back seat cushion is rotated from the stowed position to the upright position, the seat cushion may not remain locked into place when under load, such as in a crash or a sudden stop.', u'Remedy': u'New England has notified owners, directing them to contact Freedman for repairs to the foldaway seats, free of charge. The recall began May 27, 2019.  Owners may contact Freedman customer service at 1-800-443-4540 or New England at 1-800-886-9247. ', u'ModelYear': u'2017', u'Model': u'PROMASTER', u'Make': u'RAM', u'ReportReceivedDate': u'/Date(1556510400000-0400)/', u'Manufacturer': u'New England Wheels'}, {u'NHTSACampaignNumber': u'19V313000', u'Conequence': u'In the event of a crash, if the seat back moves, the seat occupant has an increased risk of injury.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'SEATS', u'Summary': u'Mobility Transportation Services (MobilityTrans) is recalling certain 2014-2018 Ford Transit and Ram Promaster vehicles and 2014-2015 Ford Econoline vehicles modified to be equipped with Freedman GO-ES Foldaway Seats, part numbers 43705, 45467, 48923, and 75719.  When the back seat cushion is rotated from the stowed position to the upright position, the seat cushion may not remain locked into place when under load, such as in a crash or a sudden stop.', u'Remedy': u'MobilityTrans will notify owners and Freedman Seating dealers will inspect and repair the foldaway seat, free of charge.  Owners may contact Mobility Transportation Services customer service at 1-734-453-6452.', u'ModelYear': u'2017', u'Model': u'PROMASTER', u'Make': u'RAM', u'ReportReceivedDate': u'/Date(1555560000000-0400)/', u'Manufacturer': u'Mobility Transportation Services'}, {u'NHTSACampaignNumber': u'19V818000', u'Conequence': u'An overheated fan motor increases the risk of a fire.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'ENGINE AND ENGINE COOLING:COOLING SYSTEM:FAN | EQUIPMENT:AIR CONDITIONER', u'Summary': u'Chrysler (FCA US LLC) is recalling certain 2015-2018 Ram ProMaster vehicles equipped with 3.0L diesel or 3.6L gasoline engines and air conditioning (A/C).  The engine cooling fan may seize which can cause the cooling fan motor to overheat.', u'Remedy': u""The remedy for this recall is still under development.  FCA US LLC issued owners an interim notification on December 10, 2019.  Owners will receive a second notice when the remedy becomes available.  Owners may contact Chrysler customer service at 1-800-853-1403.  Chrysler's number for this recall is VB2."", u'ModelYear': u'2017', u'Model': u'PROMASTER', u'Make': u'RAM', u'ReportReceivedDate': u'/Date(1573794000000-0500)/', u'Manufacturer': u'Chrysler (FCA US LLC)'}]"
