year,make,model,body_style(s),trim(s),image_source(s)
1996,Chevrolet,Corsica,['Sedan'],"{'Sedan': {'Sedan 4D': {'Horsepower': '155 @ 5200 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-Corsica-FrontSide_CHCSC961_506x338.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,Corvette,"['Hatchback', 'Convertible']","{'Convertible': {'Grand Sport Convertible 2D': {'Horsepower': '330 @ 5800 rpm HP', 'Engine': 'V8, 5.7 Liter (LT4)', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}, 'Convertible 2D': {'Horsepower': '300 @ 5000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}}, 'Hatchback': {'Grand Sport Coupe 2D': {'Horsepower': '330 @ 5800 rpm HP', 'Engine': 'V8, 5.7 Liter (LT4)', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}, 'Coupe 2D': {'Horsepower': '300 @ 5000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}}}","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-Corvette-FrontSide_CHCVTCONV966_506x345.jpg?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-Corvette-Side_CHCVT961_506x345.jpg?interpolation=high-quality&downsize=391:*'}"
1996,Chevrolet,Express 1500 Passenger,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '245 @ 4600 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 12'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-Express%201500%20Passenger-FrontSide_CTEXP961_506x368.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,Express 2500 Passenger,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '245 @ 4600 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 15'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-Express%202500%20Passenger-FrontSide_CTEXP961_506x368.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,Express 3500 Passenger,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '290 @ 4200 rpm HP', 'Engine': 'V8, 454/7.4 Liter', 'Seating': 'Seats 15'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-Express%203500%20Passenger-FrontSide_CTEXP961_506x368.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,G-Series 1500,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '200 @ 4400 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-G-Series%201500-FrontSide_CTVAN962_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,G-Series 2500,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '245 @ 4600 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-G-Series%202500-FrontSide_CTVAN962_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,G-Series G30,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '155 @ 4000 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-G-Series%20G30-RearSide_CTVAN923_505x347.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,Impala,['Sedan'],"{'Sedan': {'SS Sedan 4D': {'Horsepower': '260 @ 5000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-Impala-FrontSide_CHIMP965_506x349.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,Lumina,['Sedan'],{'Sedan': {}},{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-Lumina%20Passenger-FrontSide_CTLMP962_506x354.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,Lumina Cargo,['Van/Minivan'],"{'Van/Minivan': {'Minivan': {'Horsepower': '180 @ 5200 rpm HP', 'Engine': 'V6, 3.4 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://static.kbb.com/ymm/master/static/media/coming-soon.62520a79.png'}
1996,Chevrolet,Lumina Passenger,['Van/Minivan'],"{'Van/Minivan': {'Minivan': {'Horsepower': '180 @ 5200 rpm HP', 'Engine': 'V6, 3.4 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 7'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-Lumina%20Passenger-FrontSide_CTLMP962_506x354.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,Monte Carlo,['Coupe'],"{'Coupe': {'Z34 Coupe 2D': {'Horsepower': '215 @ 5200 rpm HP', 'Engine': 'V6, 3.4 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}, 'LS Coupe 2D': {'Horsepower': '160 @ 5200 rpm HP', 'Engine': 'V6, 3.1 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 6'}}}",{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-Monte%20Carlo-Side_CHMNT961_506x348.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,S10 Extended Cab,['Pickup'],"{'Pickup': {'Pickup': {'Horsepower': '170 @ 4400 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 5'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-S10%20Extended%20Cab-FrontSide_CTS1E962_506x365.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,S10 Regular Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '118 @ 5200 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 3'}, 'Short Bed': {'Horsepower': '118 @ 5200 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-S10%20Regular%20Cab-FrontSide_CTS1R962_506x356.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,Sportvan G30,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '200 @ 4000 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Seating': 'Seats 15'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-Sportvan%20G30-Front_CTSPV951_376x245.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,Suburban 1500,['SUV'],"{'SUV': {'Sport Utility': {'Horsepower': '250 @ 4600 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 9'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-Suburban%201500-FrontSide_CT1SB961_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,Suburban 2500,['SUV'],"{'SUV': {'Sport Utility': {'Horsepower': '290 @ 4200 rpm HP', 'Engine': 'V8, 454/7.4 Liter', 'Seating': 'Seats 9'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-Suburban%202500-FrontSide_CT2SB962_506x359.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chevrolet,Tahoe,['SUV'],"{'SUV': {'Sport Utility 2D': {'Horsepower': '250 @ 4600 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 6'}, 'Sport Utility 4D': {'Horsepower': '250 @ 4600 rpm HP', 'Engine': 'V8, 5.7 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 6'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chevrolet-Tahoe-RearSide_CTTAH4D962_506x329.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chrysler,Cirrus,['Sedan'],"{'Sedan': {'Sedan 4D': {'Horsepower': '164 @ 5800 rpm HP', 'Engine': 'V6, 2.5 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chrysler-Cirrus-FrontSide_CRCIR9601_506x375.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chrysler,Concorde,['Sedan'],"{'Sedan': {'Sedan 4D': {'Horsepower': '161 @ 5300 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chrysler-Concorde-FrontSide_CRCON961_506x352.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chrysler,LHS,['Sedan'],"{'Sedan': {'Sedan 4D': {'Horsepower': '214 @ 5850 rpm HP', 'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chrysler-LHS-FrontSide_CRLHS961_506x339.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chrysler,New Yorker,['Sedan'],"{'Sedan': {'Sedan 4D': {'Horsepower': '214 @ 5850 rpm HP', 'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 6'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chrysler-New%20Yorker-FrontSide_CRNEW961_506x350.jpg?interpolation=high-quality&downsize=391:*'}
1996,Chrysler,Sebring,"['Coupe', 'Convertible']","{'Convertible': {'JX Convertible 2D': {'Horsepower': '164 @ 5500 rpm HP', 'Engine': 'V6, 2.5 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 4'}, 'JXi Convertible 2D': {'Horsepower': '164 @ 5500 rpm HP', 'Engine': 'V6, 2.5 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 4'}}, 'Coupe': {'LX Coupe 2D': {'Horsepower': '155 @ 5500 rpm HP', 'Engine': 'V6, 2.5 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 5'}, 'LXi Coupe 2D': {'Horsepower': '155 @ 5500 rpm HP', 'Engine': 'V6, 2.5 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 5'}}}","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chrysler-Sebring-FrontSide_CRSBC963_505x365.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chrysler-Sebring-FrontSide_CRSEB961_506x360.jpg?interpolation=high-quality&downsize=391:*'}"
1996,Chrysler,Town & Country,['Van/Minivan'],"{'Van/Minivan': {'LXi Minivan': {'Horsepower': '166 @ 4300 rpm HP', 'Engine': 'V6, 3.8 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 7'}, 'LX Minivan': {'Horsepower': '166 @ 4300 rpm HP', 'Engine': 'V6, 3.8 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 7'}, 'Minivan': {'Horsepower': '166 @ 4300 rpm HP', 'Engine': 'V6, 3.8 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 7'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Chrysler-Town%20&%20Country-FrontSide_CVTWN963_506x374.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Avenger,['Coupe'],"{'Coupe': {'ES Coupe 2D': {'Horsepower': '163 @ 5800 rpm HP', 'Engine': 'V6, 2.5 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 5'}, 'Coupe 2D': {'Horsepower': '140 @ 6000 rpm HP', 'Engine': '4-Cyl, 2.0 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 5'}}}",{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Avenger-FrontSide_DOAVG961_506x375.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Caravan Passenger,['Van/Minivan'],"{'Van/Minivan': {'LE Minivan': {'Horsepower': '158 @ 4850 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 7'}, 'ES Minivan': {'Horsepower': '158 @ 4850 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 7'}, 'SE Minivan': {'Horsepower': '158 @ 4850 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 7'}, 'Minivan': {'Horsepower': '150 @ 5200 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 7'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Caravan%20Passenger-FrontSide_DTCVN971_506x360.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Dakota Club Cab,['Pickup'],"{'Pickup': {'Pickup': {'Horsepower': '175 @ 4800 rpm HP', 'Engine': 'V6, 3.9 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 6'}, 'Sport': {'Horsepower': '175 @ 4800 rpm HP', 'Engine': 'V6, 3.9 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 6'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Dakota%20Club%20Cab-FrontSide_DTDKESPT961_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Dakota Regular Cab,['Pickup'],"{'Pickup': {'WS Short Bed': {'Horsepower': '175 @ 4800 rpm HP', 'Engine': 'V6, 3.9 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 3'}, 'Sport Short Bed': {'Horsepower': '175 @ 4800 rpm HP', 'Engine': 'V6, 3.9 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 3'}, 'Long Bed': {'Horsepower': '120 @ 5200 rpm HP', 'Engine': '4-Cyl, 2.5 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 3'}, 'WS Long Bed': {'Horsepower': '175 @ 4800 rpm HP', 'Engine': 'V6, 3.9 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 3'}, 'Short Bed': {'Horsepower': '175 @ 4800 rpm HP', 'Engine': 'V6, 3.9 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Dakota%20Regular%20Cab-FrontSide_DTDKR961_506x346.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Grand Caravan Passenger,['Van/Minivan'],"{'Van/Minivan': {'LE Minivan': {'Horsepower': '158 @ 4850 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 7'}, 'ES Minivan': {'Horsepower': '158 @ 4850 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 7'}, 'SE Minivan': {'Horsepower': '158 @ 4850 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 7'}, 'Minivan': {'Horsepower': '150 @ 5200 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 7'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Grand%20Caravan%20Passenger-FrontSide_DTGCV965_506x357.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Intrepid,['Sedan'],"{'Sedan': {'ES Sedan 4D': {'Horsepower': '214 @ 5850 rpm HP', 'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}, 'Sedan 4D': {'Horsepower': '161 @ 5300 rpm HP', 'Engine': 'V6, 3.3 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Intrepid-FrontSide_DOINT961_506x342.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Neon,"['Sedan', 'Coupe']","{'Sedan': {'Sport Sedan 4D': {'Horsepower': '132 @ 6000 rpm HP', 'Engine': '4-Cyl, 2.0 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}, 'Highline Sedan 4D': {'Horsepower': '132 @ 6000 rpm HP', 'Engine': '4-Cyl, 2.0 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}, 'Sedan 4D': {'Horsepower': '132 @ 6000 rpm HP', 'Engine': '4-Cyl, 2.0 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}}, 'Coupe': {'Sport Coupe 2D': {'Horsepower': '150 @ 6800 rpm HP', 'Engine': '4-Cyl, DOHC, 2.0 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}, 'Coupe 2D': {'Horsepower': '132 @ 6000 rpm HP', 'Engine': '4-Cyl, 2.0 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}, 'Highline Coupe 2D': {'Horsepower': '132 @ 6000 rpm HP', 'Engine': '4-Cyl, 2.0 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Neon-RearSide_DONEOSED961_506x348.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Neon-FrontSide_DONEOCPE962_506x354.jpg?interpolation=high-quality&downsize=391:*'}"
1996,Dodge,Ram 1500 Club Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '220 @ 4400 rpm HP', 'Engine': 'V8, 5.2 Liter', 'Combined Fuel Economy': '11 MPG', 'Seating': 'Seats 6'}, 'Short Bed': {'Horsepower': '230 @ 4000 rpm HP', 'Engine': 'V8, 5.9 Liter', 'Combined Fuel Economy': '11 MPG', 'Seating': 'Seats 6'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Ram%201500%20Club%20Cab-Front_DT15E951_375x250.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Ram 1500 Regular Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '220 @ 4400 rpm HP', 'Engine': 'V8, 5.2 Liter', 'Combined Fuel Economy': '11 MPG', 'Seating': 'Seats 3'}, 'Short Bed': {'Horsepower': '220 @ 4400 rpm HP', 'Engine': 'V8, 5.2 Liter', 'Combined Fuel Economy': '11 MPG', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Ram%201500%20Regular%20Cab-FrontSide_DT15R963_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Ram 2500 Club Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '215 @ 2600 rpm HP', 'Engine': '6-Cyl, Turbo Diesel', 'Seating': 'Seats 6'}, 'Short Bed': {'Horsepower': '230 @ 4000 rpm HP', 'Engine': 'V8, 5.9 Liter'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Ram%202500%20Club%20Cab-FrontSide_DT25E961_506x338.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Ram 2500 Regular Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '230 @ 4000 rpm HP', 'Engine': 'V8, 5.9 Liter', 'Combined Fuel Economy': '11 MPG', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Ram%202500%20Regular%20Cab-FrontSide_DT25R961_506x366.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Ram 3500 Club Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '215 @ 2600 rpm HP', 'Engine': '6-Cyl, Turbo Diesel', 'Seating': 'Seats 6'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Ram%203500%20Club%20Cab-FrontSide_DT35E962_506x374.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Ram 3500 Regular Cab,['Pickup'],"{'Pickup': {'Long Bed': {'Horsepower': '215 @ 2600 rpm HP', 'Engine': '6-Cyl, Turbo Diesel', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Ram%203500%20Regular%20Cab-FrontSide_DT35R961_506x374.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Ram Van 1500,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '175 @ 4800 rpm HP', 'Engine': 'V6, 3.9 Liter', 'Combined Fuel Economy': '12 MPG', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Ram%20Van%201500-FrontSide_DT1VN961_506x346.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Ram Van 2500,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '220 @ 4400 rpm HP', 'Engine': 'V8, 5.2 Liter', 'Combined Fuel Economy': '12 MPG', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Ram%20Van%202500-FrontSide_DT1VN961_506x346.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Ram Van 3500,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '230 @ 4000 rpm HP', 'Engine': 'V8, 5.9 Liter', 'Combined Fuel Economy': '13 MPG', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Ram%20Van%203500-FrontSide_DT1VN961_506x346.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Ram Wagon 1500,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '220 @ 4400 rpm HP', 'Engine': 'V8, 5.2 Liter', 'Combined Fuel Economy': '12 MPG', 'Seating': 'Seats 15'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Ram%20Wagon%201500-Side_DT1WG961_506x343.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Ram Wagon 2500,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '220 @ 4400 rpm HP', 'Engine': 'V8, 5.2 Liter', 'Combined Fuel Economy': '12 MPG', 'Seating': 'Seats 15'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Ram%20Wagon%202500-Side_DT1WG961_506x343.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Ram Wagon 3500,['Van/Minivan'],"{'Van/Minivan': {'Van': {'Horsepower': '230 @ 4000 rpm HP', 'Engine': 'V8, 5.9 Liter', 'Combined Fuel Economy': '11 MPG', 'Seating': 'Seats 15'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Ram%20Wagon%203500-Side_DT1WG961_506x343.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Stealth,['Hatchback'],"{'Hatchback': {'R/T AWD Turbo Hatchback Coupe 2D': {'Horsepower': '320 @ 6000 rpm HP', 'Engine': 'V6, Twin Turbo, 3.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 4'}, 'R/T Hatchback Coupe 2D': {'Horsepower': '222 @ 6000 rpm HP', 'Engine': 'V6, 24V, 3.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 4'}, 'Hatchback Coupe 2D': {'Horsepower': '164 @ 5500 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 4'}}}",{'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Stealth-Side_DOSTLRT932_505x187.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Stratus,['Sedan'],"{'Sedan': {'ES Sedan 4D': {'Horsepower': '168 @ 5800 rpm HP', 'Engine': 'V6, 2.5 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 5'}, 'Sedan 4D': {'Horsepower': '150 @ 5200 rpm HP', 'Engine': '4-Cyl, 2.4 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Stratus-FrontSide_DOSTR961_506x352.jpg?interpolation=high-quality&downsize=391:*'}
1996,Dodge,Viper,"['Coupe', 'Convertible']","{'Convertible': {'RT/10 Roadster 2D': {'Horsepower': '415 @ 5200 rpm HP', 'Engine': 'V10, 8.0 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 2'}}, 'Coupe': {'GTS Coupe 2D': {'Horsepower': '415 @ 5200 rpm HP', 'Engine': 'V10, 8.0 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 2'}}}","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Viper-FrontSide_DOVIP961_506x366.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1996/1996-Dodge-Viper-FrontSide_DOVIPGTS961_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
